"RSF_TMP","D10","324878336","719626240","1129111552"
"RSF_TMP","D20","313499648","714039296","1133158400"
"RSF_TMP","D30","313122816","715243520","1129496576"
"logical read bytes from cache_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","8241152","4194304","5267456"
"MTH_QRY","3866624","4997120","4579328"
"RSF_QRY","3569803264","15994773504","31055536128"
"RSF_TMP","313122816","715243520","1129496576"
"logical read bytes from cache_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1.21","1.24","1"
"MOD_QRY","D20","1.04","1.04","1.3"
"MOD_QRY","D30","2.13","1","1.15"
"MTH_QRY","D10","1","1","1.93"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1.19","1"
"RSF_QRY","D10","719.05","3530.7","6697.88"
"RSF_QRY","D20","622.57","3656.35","7020.39"
"RSF_QRY","D30","923.24","3813.45","6781.68"
"RSF_TMP","D10","65.44","158.85","243.52"
"RSF_TMP","D20","54.67","163.23","256.16"
"RSF_TMP","D30","80.98","170.53","246.65"
"logical read bytes from cache_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","2.13","1","1.15"
"MTH_QRY","1","1.19","1"
"RSF_QRY","923.24","3813.45","6781.68"
"RSF_TMP","80.98","170.53","246.65"
