"person_id","group_start","group_end","num_rows","Random"
"1","05-FEB-1947","02-APR-1947","9","5630"
"1","15-MAR-1947","11-MAY-1947","10","5630"
"1","15-APR-1947","08-JUN-1947","17","5630"
"1","16-MAY-1947","11-JUL-1947","17","5630"
"1","16-JUN-1947","31-JUL-1947","14","5630"
"1","21-JUL-1947","05-SEP-1947","17","5630"
"1","21-AUG-1947","08-OCT-1947","18","5630"
"1","25-SEP-1947","16-NOV-1947","14","5630"
"1","28-OCT-1947","20-DEC-1947","15","5630"
"1","29-NOV-1947","13-JAN-1948","17","5630"
"1","30-DEC-1947","18-FEB-1948","17","5630"
"1","04-FEB-1948","30-MAR-1948","16","5630"
"1","08-MAR-1948","26-APR-1948","13","5630"
"1","08-APR-1948","03-JUN-1948","10","5630"
"1","10-MAY-1948","04-JUL-1948","15","5630"
"1","13-JUN-1948","11-AUG-1948","11","5630"
"1","14-JUL-1948","10-SEP-1948","16","5630"
"1","15-AUG-1948","10-OCT-1948","12","5630"
"1","17-SEP-1948","03-NOV-1948","13","5630"
"1","20-OCT-1948","06-DEC-1948","13","5630"
"1","24-NOV-1948","19-JAN-1949","14","5630"
"1","25-DEC-1948","11-FEB-1949","10","5630"
"1","26-JAN-1949","15-MAR-1949","16","5630"
"1","04-MAR-1949","22-APR-1949","15","5630"
"1","09-APR-1949","20-MAY-1949","12","5630"
"1","10-MAY-1949","23-JUN-1949","6","5630"
"1","10-JUN-1949","05-AUG-1949","11","5630"
"1","11-JUL-1949","01-SEP-1949","10","5630"
"1","19-AUG-1949","30-SEP-1949","8","5630"
"1","28-SEP-1949","23-NOV-1949","10","5630"
"1","29-OCT-1949","09-DEC-1949","14","5630"
"1","30-NOV-1949","24-JAN-1950","18","5630"
"1","02-JAN-1950","22-FEB-1950","12","5630"
"1","02-FEB-1950","20-MAR-1950","14","5630"
"1","06-MAR-1950","01-MAY-1950","13","5630"
"1","06-APR-1950","21-MAY-1950","14","5630"
"1","07-MAY-1950","20-JUN-1950","12","5630"
"1","07-JUN-1950","05-AUG-1950","12","5630"
"1","11-JUL-1950","04-SEP-1950","14","5630"
"1","12-AUG-1950","03-OCT-1950","12","5630"
"1","12-SEP-1950","08-NOV-1950","19","5630"
"1","16-OCT-1950","30-NOV-1950","15","5630"
"1","16-NOV-1950","13-JAN-1951","11","5630"
"1","21-DEC-1950","12-FEB-1951","18","5630"
"1","24-JAN-1951","20-MAR-1951","19","5630"
"1","26-FEB-1951","19-APR-1951","16","5630"
"1","29-MAR-1951","08-MAY-1951","12","5630"
"1","29-APR-1951","20-JUN-1951","16","5630"
"1","31-MAY-1951","28-JUL-1951","21","5630"
"1","02-JUL-1951","23-AUG-1951","15","5630"
"1","04-AUG-1951","12-SEP-1951","10","5630"
"1","04-SEP-1951","23-OCT-1951","16","5630"
"1","08-OCT-1951","05-DEC-1951","14","5630"
"1","09-NOV-1951","25-DEC-1951","8","5630"
"1","13-DEC-1951","04-FEB-1952","18","5630"
"1","13-JAN-1952","06-MAR-1952","10","5630"
"1","07-MAR-1952","25-APR-1952","9","5630"
"1","07-APR-1952","05-JUN-1952","13","5630"
"1","12-MAY-1952","28-JUN-1952","12","5630"
"1","13-JUN-1952","05-AUG-1952","13","5630"
"1","14-JUL-1952","08-SEP-1952","17","5630"
"1","14-AUG-1952","11-OCT-1952","13","5630"
"1","19-SEP-1952","10-NOV-1952","12","5630"
"1","25-OCT-1952","14-DEC-1952","11","5630"
"1","25-NOV-1952","11-JAN-1953","11","5630"
"1","29-DEC-1952","22-FEB-1953","12","5630"
"1","29-JAN-1953","12-MAR-1953","10","5630"
"1","11-MAR-1953","26-APR-1953","14","5630"
"1","11-APR-1953","02-JUN-1953","9","5630"
"1","13-MAY-1953","01-JUL-1953","16","5630"
"1","14-JUN-1953","01-AUG-1953","18","5630"
"1","16-JUL-1953","13-SEP-1953","18","5630"
"1","16-AUG-1953","10-OCT-1953","12","5630"
"1","17-SEP-1953","07-NOV-1953","10","5630"
"1","20-OCT-1953","12-DEC-1953","19","5630"
"1","23-NOV-1953","14-JAN-1954","12","5630"
"1","25-DEC-1953","13-FEB-1954","13","5630"
"1","25-JAN-1954","18-MAR-1954","15","5630"
"1","26-FEB-1954","17-APR-1954","18","5630"
"1","01-APR-1954","19-MAY-1954","21","5630"
"1","08-MAY-1954","25-JUN-1954","14","5630"
"1","09-JUN-1954","31-JUL-1954","11","5630"
"1","11-JUL-1954","23-AUG-1954","11","5630"
"1","11-AUG-1954","13-SEP-1954","12","5630"
"1","11-SEP-1954","01-NOV-1954","8","5630"
"1","13-OCT-1954","01-DEC-1954","14","5630"
"1","13-NOV-1954","07-JAN-1955","15","5630"
"1","16-DEC-1954","30-JAN-1955","11","5630"
"1","22-JAN-1955","14-MAR-1955","12","5630"
"1","25-FEB-1955","21-APR-1955","14","5630"
"1","28-MAR-1955","12-MAY-1955","16","5630"
"1","28-APR-1955","24-JUN-1955","14","5630"
"1","02-JUN-1955","16-JUL-1955","15","5630"
"1","03-JUL-1955","24-AUG-1955","18","5630"
"1","03-AUG-1955","07-SEP-1955","10","5630"
"1","07-SEP-1955","06-NOV-1955","9","5630"
"1","08-OCT-1955","30-NOV-1955","12","5630"
"1","08-NOV-1955","23-DEC-1955","19","5630"
"1","09-DEC-1955","01-FEB-1956","11","5630"
"1","10-JAN-1956","01-MAR-1956","18","5630"
"1","12-FEB-1956","07-APR-1956","10","5630"
"1","14-MAR-1956","04-MAY-1956","13","5630"
"1","15-APR-1956","09-JUN-1956","13","5630"
"1","19-MAY-1956","15-JUL-1956","17","5630"
"1","01-JUL-1956","19-AUG-1956","16","5630"
"1","02-AUG-1956","25-SEP-1956","12","5630"
"1","02-SEP-1956","24-OCT-1956","19","5630"
"1","04-OCT-1956","25-NOV-1956","17","5630"
"1","05-NOV-1956","29-DEC-1956","11","5630"
"1","10-DEC-1956","04-FEB-1957","11","5630"
"1","10-JAN-1957","04-MAR-1957","15","5630"
"1","11-FEB-1957","10-APR-1957","18","5630"
"1","15-MAR-1957","02-MAY-1957","15","5630"
"1","24-APR-1957","18-JUN-1957","22","5630"
"1","27-MAY-1957","20-JUL-1957","20","5630"
"1","30-JUN-1957","24-AUG-1957","18","5630"
"1","03-AUG-1957","22-SEP-1957","12","5630"
"1","04-SEP-1957","27-OCT-1957","17","5630"
"1","12-OCT-1957","05-DEC-1957","9","5630"
"1","12-NOV-1957","29-DEC-1957","18","5630"
"1","13-DEC-1957","04-FEB-1958","23","5630"
"1","16-JAN-1958","01-MAR-1958","17","5630"
"1","17-FEB-1958","16-APR-1958","14","5630"
"1","20-MAR-1958","25-APR-1958","9","5630"
"1","22-APR-1958","13-JUN-1958","12","5630"
"1","24-MAY-1958","23-JUL-1958","12","5630"
"1","24-JUN-1958","21-AUG-1958","7","5630"
"1","28-JUL-1958","11-SEP-1958","14","5630"
"1","01-SEP-1958","22-OCT-1958","15","5630"
"1","09-OCT-1958","28-NOV-1958","14","5630"
"1","10-NOV-1958","27-DEC-1958","9","5630"
"1","14-DEC-1958","01-FEB-1959","22","5630"
"1","14-JAN-1959","09-MAR-1959","14","5630"
"1","19-FEB-1959","01-APR-1959","12","5630"
"1","28-MAR-1959","10-MAY-1959","6","5630"
"1","30-APR-1959","19-JUN-1959","15","5630"
"1","31-MAY-1959","14-JUL-1959","12","5630"
"1","02-JUL-1959","22-AUG-1959","20","5630"
"1","02-AUG-1959","24-SEP-1959","16","5630"
"1","04-SEP-1959","23-OCT-1959","14","5630"
"1","08-OCT-1959","05-DEC-1959","8","5630"
"1","08-NOV-1959","06-JAN-1960","16","5630"
"1","09-DEC-1959","22-JAN-1960","7","5630"
"1","11-JAN-1960","02-MAR-1960","10","5630"
"1","16-FEB-1960","15-APR-1960","9","5630"
"1","18-MAR-1960","10-MAY-1960","12","5630"
"1","18-APR-1960","11-JUN-1960","12","5630"
"1","19-MAY-1960","26-JUN-1960","9","5630"
"1","20-JUN-1960","10-AUG-1960","20","5630"
"1","25-JUL-1960","02-SEP-1960","7","5630"
"1","26-AUG-1960","15-OCT-1960","17","5630"
"1","27-SEP-1960","24-NOV-1960","13","5630"
"1","31-OCT-1960","25-DEC-1960","15","5630"
"1","01-DEC-1960","18-JAN-1961","18","5630"
"1","01-JAN-1961","14-FEB-1961","13","5630"
"1","02-FEB-1961","29-MAR-1961","20","5630"
"1","06-MAR-1961","17-APR-1961","8","5630"
"1","06-APR-1961","23-MAY-1961","11","5630"
"1","07-MAY-1961","26-JUN-1961","13","5630"
"1","09-JUN-1961","03-AUG-1961","11","5630"
"1","14-JUL-1961","31-AUG-1961","16","5630"
"1","16-AUG-1961","11-OCT-1961","20","5630"
"1","17-SEP-1961","05-NOV-1961","16","5630"
"1","18-OCT-1961","25-NOV-1961","10","5630"
"1","19-NOV-1961","07-JAN-1962","15","5630"
"1","20-DEC-1961","05-FEB-1962","15","5630"
"1","21-JAN-1962","21-MAR-1962","18","5630"
"1","22-FEB-1962","11-APR-1962","14","5630"
"1","25-MAR-1962","13-MAY-1962","14","5630"
"1","29-APR-1962","17-JUN-1962","12","5630"
"1","30-MAY-1962","17-JUL-1962","13","5630"
"1","05-JUL-1962","18-AUG-1962","8","5630"
"1","07-AUG-1962","26-SEP-1962","22","5630"
"1","07-SEP-1962","28-OCT-1962","18","5630"
"1","08-OCT-1962","27-NOV-1962","10","5630"
"1","10-NOV-1962","05-JAN-1963","12","5630"
"1","12-DEC-1962","03-FEB-1963","19","5630"
"1","14-JAN-1963","01-MAR-1963","14","5630"
"1","16-FEB-1963","11-APR-1963","19","5630"
"1","19-MAR-1963","05-MAY-1963","13","5630"
"1","20-APR-1963","18-JUN-1963","14","5630"
"1","21-MAY-1963","18-JUL-1963","12","5630"
"1","22-JUN-1963","17-AUG-1963","12","5630"
"1","24-JUL-1963","15-SEP-1963","11","5630"
"1","26-AUG-1963","19-OCT-1963","13","5630"
"1","03-OCT-1963","18-NOV-1963","16","5630"
"1","05-NOV-1963","18-DEC-1963","14","5630"
"1","06-DEC-1963","20-JAN-1964","11","5630"
"1","06-JAN-1964","29-FEB-1964","17","5630"
"1","09-FEB-1964","29-MAR-1964","6","5630"
"1","11-MAR-1964","28-APR-1964","18","5630"
"1","13-APR-1964","06-JUN-1964","13","5630"
"1","14-MAY-1964","06-JUL-1964","16","5630"
"1","16-JUN-1964","08-AUG-1964","14","5630"
"1","21-JUL-1964","09-SEP-1964","19","5630"
"1","22-AUG-1964","13-OCT-1964","15","5630"
"1","24-SEP-1964","21-NOV-1964","13","5630"
"1","31-OCT-1964","15-DEC-1964","6","5630"
"1","02-DEC-1964","30-JAN-1965","16","5630"
"1","02-JAN-1965","28-FEB-1965","15","5630"
"1","14-FEB-1965","03-APR-1965","11","5630"
"1","18-MAR-1965","09-MAY-1965","10","5630"
"1","20-APR-1965","16-JUN-1965","19","5630"
"1","21-MAY-1965","16-JUL-1965","14","5630"
"1","29-JUN-1965","17-AUG-1965","10","5630"
"1","01-AUG-1965","27-SEP-1965","16","5630"
"1","01-SEP-1965","20-OCT-1965","10","5630"
"1","06-OCT-1965","05-NOV-1965","8","5630"
"1","10-NOV-1965","29-DEC-1965","16","5630"
"1","14-DEC-1965","15-JAN-1966","9","5630"
"1","15-JAN-1966","14-MAR-1966","15","5630"
"1","18-FEB-1966","30-MAR-1966","14","5630"
"1","27-MAR-1966","12-MAY-1966","10","5630"
"1","27-APR-1966","06-JUN-1966","8","5630"
"1","28-MAY-1966","26-JUL-1966","12","5630"
"1","28-JUN-1966","21-AUG-1966","15","5630"
"1","30-JUL-1966","17-SEP-1966","10","5630"
"1","03-SEP-1966","23-OCT-1966","15","5630"
"1","04-OCT-1966","19-NOV-1966","8","5630"
"1","04-NOV-1966","24-DEC-1966","19","5630"
"1","06-DEC-1966","20-JAN-1967","16","5630"
"1","06-JAN-1967","01-MAR-1967","11","5630"
"1","06-FEB-1967","28-MAR-1967","13","5630"
"1","11-MAR-1967","01-MAY-1967","14","5630"
"1","12-APR-1967","06-JUN-1967","13","5630"
"1","16-MAY-1967","03-JUL-1967","9","5630"
"1","19-JUN-1967","09-AUG-1967","17","5630"
"1","22-JUL-1967","15-SEP-1967","17","5630"
"1","26-AUG-1967","10-OCT-1967","11","5630"
"1","27-SEP-1967","08-NOV-1967","14","5630"
"1","02-NOV-1967","31-DEC-1967","16","5630"
"1","05-DEC-1967","22-JAN-1968","12","5630"
"1","08-JAN-1968","27-FEB-1968","10","5630"
"1","12-FEB-1968","04-APR-1968","11","5630"
"1","16-MAR-1968","05-MAY-1968","15","5630"
"1","17-APR-1968","09-JUN-1968","21","5630"
"1","20-MAY-1968","12-JUL-1968","19","5630"
"1","21-JUN-1968","14-AUG-1968","15","5630"
"1","22-JUL-1968","16-SEP-1968","10","5630"
"1","22-AUG-1968","28-SEP-1968","9","5630"
"1","22-SEP-1968","07-NOV-1968","14","5630"
"1","23-OCT-1968","09-DEC-1968","9","5630"
"1","25-NOV-1968","19-JAN-1969","11","5630"
"1","28-DEC-1968","11-FEB-1969","14","5630"
"1","31-JAN-1969","25-MAR-1969","15","5630"
"1","06-MAR-1969","29-APR-1969","14","5630"
"1","10-APR-1969","31-MAY-1969","13","5630"
"1","12-MAY-1969","07-JUL-1969","12","5630"
"1","15-JUN-1969","01-AUG-1969","11","5630"
"1","22-JUL-1969","19-SEP-1969","11","5630"
"1","25-AUG-1969","02-OCT-1969","13","5630"
"1","29-SEP-1969","19-NOV-1969","16","5630"
"1","30-OCT-1969","17-DEC-1969","18","5630"
"1","02-DEC-1969","20-JAN-1970","16","5630"
"1","04-JAN-1970","19-FEB-1970","13","5630"
"1","05-FEB-1970","30-MAR-1970","13","5630"
"1","11-MAR-1970","02-MAY-1970","20","5630"
"1","11-APR-1970","02-JUN-1970","17","5630"
"1","23-MAY-1970","02-JUL-1970","6","5630"
"1","25-JUN-1970","18-AUG-1970","14","5630"
"1","26-JUL-1970","30-AUG-1970","5","5630"
"1","31-AUG-1970","14-OCT-1970","21","5630"
"1","01-OCT-1970","23-NOV-1970","7","5630"
"1","03-NOV-1970","13-DEC-1970","8","5630"
"1","08-DEC-1970","27-JAN-1971","15","5630"
"1","08-JAN-1971","08-MAR-1971","18","5630"
"1","09-FEB-1971","03-APR-1971","18","5630"
"1","14-MAR-1971","09-MAY-1971","11","5630"
"1","19-APR-1971","15-JUN-1971","7","5630"
"1","23-MAY-1971","15-JUL-1971","13","5630"
"1","27-JUN-1971","10-AUG-1971","13","5630"
"1","31-JUL-1971","23-SEP-1971","16","5630"
"1","02-SEP-1971","14-OCT-1971","8","5630"
"1","05-OCT-1971","19-NOV-1971","8","5630"
"1","05-NOV-1971","17-DEC-1971","12","5630"
"1","10-DEC-1971","31-JAN-1972","11","5630"
"1","11-JAN-1972","28-FEB-1972","16","5630"
"1","13-FEB-1972","02-APR-1972","14","5630"
"1","18-MAR-1972","13-MAY-1972","10","5630"
"1","22-APR-1972","12-JUN-1972","12","5630"
"1","23-MAY-1972","08-JUL-1972","11","5630"
"1","23-JUN-1972","17-AUG-1972","19","5630"
"1","27-JUL-1972","19-SEP-1972","21","5630"
"1","29-AUG-1972","17-OCT-1972","11","5630"
"1","29-SEP-1972","14-NOV-1972","13","5630"
"1","05-NOV-1972","27-DEC-1972","13","5630"
"1","06-DEC-1972","17-JAN-1973","11","5630"
"1","06-JAN-1973","24-FEB-1973","17","5630"
"1","06-FEB-1973","16-MAR-1973","13","5630"
"1","09-MAR-1973","01-MAY-1973","16","5630"
"1","09-APR-1973","28-MAY-1973","8","5630"
"1","12-MAY-1973","27-JUN-1973","16","5630"
"1","12-JUN-1973","02-AUG-1973","14","5630"
"1","13-JUL-1973","29-AUG-1973","16","5630"
"1","13-AUG-1973","29-SEP-1973","14","5630"
"1","13-SEP-1973","25-OCT-1973","8","5630"
"1","29-OCT-1973","24-DEC-1973","12","5630"
"1","30-NOV-1973","17-JAN-1974","19","5630"
"1","02-JAN-1974","02-MAR-1974","13","5630"
"1","02-FEB-1974","27-MAR-1974","16","5630"
"1","12-MAR-1974","06-MAY-1974","14","5630"
"1","12-APR-1974","28-MAY-1974","9","5630"
"1","13-MAY-1974","11-JUL-1974","18","5630"
"1","13-JUN-1974","04-AUG-1974","18","5630"
"1","16-JUL-1974","04-SEP-1974","15","5630"
"1","16-AUG-1974","30-SEP-1974","17","5630"
"1","16-SEP-1974","06-NOV-1974","17","5630"
"1","24-OCT-1974","12-DEC-1974","15","5630"
"1","27-NOV-1974","20-JAN-1975","18","5630"
"1","28-DEC-1974","07-FEB-1975","7","5630"
"1","28-JAN-1975","17-MAR-1975","14","5630"
"1","28-FEB-1975","15-APR-1975","10","5630"
"1","05-APR-1975","20-MAY-1975","8","5630"
"1","16-MAY-1975","04-JUL-1975","9","5630"
"1","17-JUN-1975","31-JUL-1975","12","5630"
"1","21-JUL-1975","12-SEP-1975","14","5630"
"1","22-AUG-1975","12-OCT-1975","14","5630"
"1","22-SEP-1975","07-NOV-1975","9","5630"
"1","23-OCT-1975","06-DEC-1975","16","5630"
"1","25-NOV-1975","14-JAN-1976","16","5630"
"1","26-DEC-1975","13-FEB-1976","15","5630"
"1","26-JAN-1976","14-MAR-1976","15","5630"
"1","28-FEB-1976","25-APR-1976","17","5630"
"1","01-APR-1976","21-MAY-1976","7","5630"
"1","03-MAY-1976","19-JUN-1976","16","5630"
"1","03-JUN-1976","23-JUL-1976","15","5630"
"1","05-JUL-1976","24-AUG-1976","15","5630"
"1","05-AUG-1976","27-SEP-1976","16","5630"
"1","06-SEP-1976","23-OCT-1976","8","5630"
"1","12-OCT-1976","08-DEC-1976","12","5630"
"1","13-NOV-1976","24-DEC-1976","8","5630"
"1","17-DEC-1976","03-FEB-1977","11","5630"
"1","18-JAN-1977","10-MAR-1977","17","5630"
"1","23-FEB-1977","15-APR-1977","7","5630"
"1","26-MAR-1977","12-MAY-1977","10","5630"
"1","03-MAY-1977","26-JUN-1977","13","5630"
"1","03-JUN-1977","27-JUL-1977","17","5630"
"1","10-JUL-1977","04-SEP-1977","14","5630"
"1","12-AUG-1977","30-SEP-1977","17","5630"
"1","12-SEP-1977","04-NOV-1977","19","5630"
"1","14-OCT-1977","24-NOV-1977","12","5630"
"1","17-NOV-1977","30-DEC-1977","10","5630"
"1","24-DEC-1977","03-FEB-1978","11","5630"
"1","26-JAN-1978","15-MAR-1978","14","5630"
"1","27-FEB-1978","20-APR-1978","13","5630"
"1","30-MAR-1978","27-MAY-1978","17","5630"
"1","30-APR-1978","26-JUN-1978","14","5630"
"1","31-MAY-1978","22-JUL-1978","8","5630"
"1","04-JUL-1978","25-AUG-1978","9","5630"
"1","04-AUG-1978","30-SEP-1978","13","5630"
"1","05-SEP-1978","30-OCT-1978","13","5630"
"1","13-OCT-1978","23-NOV-1978","12","5630"
"1","13-NOV-1978","06-JAN-1979","9","5630"
"1","22-DEC-1978","20-FEB-1979","7","5630"
"1","22-JAN-1979","12-MAR-1979","18","5630"
"1","25-FEB-1979","23-APR-1979","16","5630"
"1","01-APR-1979","20-MAY-1979","12","5630"
"1","05-MAY-1979","30-JUN-1979","16","5630"
"1","06-JUN-1979","09-JUL-1979","10","5630"
"1","10-JUL-1979","01-SEP-1979","14","5630"
"1","11-AUG-1979","03-OCT-1979","19","5630"
"1","13-SEP-1979","05-NOV-1979","18","5630"
"1","14-OCT-1979","12-DEC-1979","16","5630"
"1","14-NOV-1979","06-JAN-1980","14","5630"
"1","16-DEC-1979","14-FEB-1980","20","5630"
"1","17-JAN-1980","12-MAR-1980","22","5630"
"1","18-FEB-1980","08-APR-1980","8","5630"
"1","22-MAR-1980","10-MAY-1980","15","5630"
"1","24-APR-1980","21-JUN-1980","12","5630"
"1","27-MAY-1980","22-JUL-1980","21","5630"
"1","27-JUN-1980","12-AUG-1980","13","5630"
"1","28-JUL-1980","19-SEP-1980","9","5630"
"1","28-AUG-1980","18-OCT-1980","23","5630"
"1","28-SEP-1980","09-NOV-1980","11","5630"
"1","30-OCT-1980","21-DEC-1980","14","5630"
"1","03-DEC-1980","18-JAN-1981","16","5630"
"1","03-JAN-1981","18-FEB-1981","9","5630"
"1","10-FEB-1981","27-MAR-1981","10","5630"
"1","13-MAR-1981","01-MAY-1981","9","5630"
"1","18-APR-1981","12-JUN-1981","11","5630"
"1","26-MAY-1981","14-JUL-1981","15","5630"
"1","28-JUN-1981","18-AUG-1981","15","5630"
"1","31-JUL-1981","18-SEP-1981","18","5630"
"1","01-SEP-1981","28-OCT-1981","12","5630"
"1","02-OCT-1981","23-NOV-1981","13","5630"
"1","08-NOV-1981","30-DEC-1981","10","5630"
"1","09-DEC-1981","01-FEB-1982","14","5630"
"1","14-JAN-1982","21-FEB-1982","14","5630"
"1","15-FEB-1982","16-APR-1982","15","5630"
"1","22-MAR-1982","19-MAY-1982","12","5630"
"1","26-APR-1982","06-JUN-1982","12","5630"
"1","29-MAY-1982","16-JUL-1982","11","5630"
"1","30-JUN-1982","12-AUG-1982","14","5630"
"1","11-AUG-1982","24-SEP-1982","8","5630"
"1","12-SEP-1982","22-OCT-1982","14","5630"
"1","17-OCT-1982","30-NOV-1982","10","5630"
"1","19-NOV-1982","18-JAN-1983","16","5630"
"1","21-DEC-1982","06-FEB-1983","13","5630"
"1","22-JAN-1983","18-MAR-1983","11","5630"
"1","04-MAR-1983","06-APR-1983","9","5630"
"1","05-APR-1983","26-MAY-1983","8","5630"
"1","10-MAY-1983","28-JUN-1983","13","5630"
"1","10-JUN-1983","02-AUG-1983","15","5630"
"1","11-JUL-1983","01-SEP-1983","13","5630"
"1","17-AUG-1983","12-OCT-1983","13","5630"
"1","18-SEP-1983","04-NOV-1983","9","5630"
"1","21-OCT-1983","17-DEC-1983","19","5630"
"1","22-NOV-1983","19-JAN-1984","17","5630"
"1","25-DEC-1983","04-FEB-1984","13","5630"
"1","25-JAN-1984","15-MAR-1984","9","5630"
"1","25-FEB-1984","29-MAR-1984","6","5630"
"1","27-MAR-1984","12-MAY-1984","17","5630"
"1","27-APR-1984","22-JUN-1984","15","5630"
"1","05-JUN-1984","27-JUL-1984","15","5630"
"1","06-JUL-1984","29-AUG-1984","15","5630"
"1","06-AUG-1984","27-SEP-1984","14","5630"
"1","06-SEP-1984","01-NOV-1984","16","5630"
"1","07-OCT-1984","29-NOV-1984","10","5630"
"1","07-NOV-1984","03-JAN-1985","18","5630"
"1","08-DEC-1984","01-FEB-1985","17","5630"
"1","10-JAN-1985","10-MAR-1985","9","5630"
"1","14-FEB-1985","09-APR-1985","15","5630"
"1","23-MAR-1985","19-MAY-1985","12","5630"
"1","27-APR-1985","16-JUN-1985","14","5630"
"1","01-JUN-1985","18-JUL-1985","13","5630"
"1","04-JUL-1985","22-AUG-1985","10","5630"
"1","05-AUG-1985","28-SEP-1985","9","5630"
"1","06-SEP-1985","24-OCT-1985","15","5630"
"1","07-OCT-1985","26-NOV-1985","13","5630"
"1","07-NOV-1985","31-DEC-1985","10","5630"
"1","10-DEC-1985","23-JAN-1986","16","5630"
"1","11-JAN-1986","06-MAR-1986","19","5630"
"1","14-FEB-1986","11-APR-1986","15","5630"
"1","19-MAR-1986","29-APR-1986","8","5630"
"1","22-APR-1986","14-JUN-1986","15","5630"
"1","29-MAY-1986","15-JUL-1986","9","5630"
"1","29-JUN-1986","14-AUG-1986","8","5630"
"1","03-AUG-1986","11-SEP-1986","13","5630"
"1","07-SEP-1986","30-OCT-1986","9","5630"
"1","08-OCT-1986","20-NOV-1986","13","5630"
"1","14-NOV-1986","05-JAN-1987","13","5630"
"1","16-DEC-1986","30-JAN-1987","16","5630"
"1","18-JAN-1987","16-MAR-1987","17","5630"
"1","18-FEB-1987","11-APR-1987","15","5630"
"1","21-MAR-1987","08-MAY-1987","13","5630"
"1","23-APR-1987","17-JUN-1987","9","5630"
"1","25-MAY-1987","12-JUL-1987","7","5630"
"1","25-JUN-1987","23-AUG-1987","17","5630"
"1","30-JUL-1987","08-SEP-1987","19","5630"
"1","01-SEP-1987","12-OCT-1987","15","5630"
"1","05-OCT-1987","01-DEC-1987","14","5630"
"1","06-NOV-1987","27-DEC-1987","17","5630"
"1","08-DEC-1987","22-JAN-1988","8","5630"
"1","12-JAN-1988","26-FEB-1988","12","5630"
"1","12-FEB-1988","04-APR-1988","12","5630"
"1","16-MAR-1988","09-MAY-1988","12","5630"
"1","24-APR-1988","18-JUN-1988","16","5630"
"1","25-MAY-1988","06-JUL-1988","11","5630"
"1","25-JUN-1988","29-JUL-1988","10","5630"
"1","02-AUG-1988","19-SEP-1988","13","5630"
"1","05-SEP-1988","26-OCT-1988","11","5630"
"1","07-OCT-1988","05-DEC-1988","18","5630"
"1","07-NOV-1988","29-DEC-1988","14","5630"
"1","08-DEC-1988","06-FEB-1989","11","5630"
"1","08-JAN-1989","27-FEB-1989","16","5630"
"1","08-FEB-1989","29-MAR-1989","15","5630"
"1","14-MAR-1989","08-MAY-1989","15","5630"
"1","18-APR-1989","11-JUN-1989","14","5630"
"1","19-MAY-1989","10-JUL-1989","11","5630"
"1","24-JUN-1989","01-AUG-1989","8","5630"
"1","27-JUL-1989","21-SEP-1989","12","5630"
"1","27-AUG-1989","18-OCT-1989","20","5630"
"1","27-SEP-1989","18-NOV-1989","16","5630"
"1","01-NOV-1989","21-DEC-1989","24","5630"
"1","04-DEC-1989","24-JAN-1990","13","5630"
"1","10-JAN-1990","28-FEB-1990","12","5630"
"1","10-FEB-1990","03-APR-1990","12","5630"
"1","13-MAR-1990","28-APR-1990","21","5630"
"1","14-APR-1990","08-JUN-1990","17","5630"
"1","16-MAY-1990","29-JUN-1990","13","5630"
"1","16-JUN-1990","27-JUL-1990","7","5630"
"1","17-JUL-1990","15-SEP-1990","9","5630"
"1","17-AUG-1990","08-OCT-1990","15","5630"
"1","17-SEP-1990","03-NOV-1990","11","5630"
"1","24-OCT-1990","21-DEC-1990","12","5630"
"1","25-NOV-1990","19-JAN-1991","13","5630"
"1","29-DEC-1990","25-FEB-1991","15","5630"
"1","05-FEB-1991","26-MAR-1991","17","5630"
"1","09-MAR-1991","15-APR-1991","10","5630"
"1","12-APR-1991","15-MAY-1991","9","5630"
"1","16-MAY-1991","03-JUL-1991","10","5630"
"1","17-JUN-1991","02-AUG-1991","11","5630"
"1","19-JUL-1991","03-SEP-1991","13","5630"
"1","19-AUG-1991","01-OCT-1991","8","5630"
"1","25-SEP-1991","14-NOV-1991","12","5630"
"1","27-OCT-1991","20-DEC-1991","14","5630"
"1","27-NOV-1991","17-JAN-1992","9","5630"
"1","30-DEC-1991","05-FEB-1992","9","5630"
"1","02-FEB-1992","21-MAR-1992","14","5630"
"1","10-MAR-1992","02-MAY-1992","12","5630"
"1","11-APR-1992","03-JUN-1992","11","5630"
"1","13-MAY-1992","04-JUL-1992","15","5630"
"1","13-JUN-1992","30-JUL-1992","11","5630"
"1","14-JUL-1992","05-SEP-1992","17","5630"
"1","17-AUG-1992","13-OCT-1992","17","5630"
"1","18-SEP-1992","17-NOV-1992","14","5630"
"1","20-OCT-1992","29-NOV-1992","7","5630"
"1","20-NOV-1992","16-JAN-1993","17","5630"
"1","22-DEC-1992","31-JAN-1993","11","5630"
"1","22-JAN-1993","21-MAR-1993","14","5630"
"1","22-FEB-1993","17-APR-1993","9","5630"
"1","25-MAR-1993","04-MAY-1993","12","5630"
"1","28-APR-1993","23-JUN-1993","11","5630"
"1","29-MAY-1993","24-JUL-1993","14","5630"
"1","30-JUN-1993","19-AUG-1993","12","5630"
"1","01-AUG-1993","18-SEP-1993","17","5630"
"1","04-SEP-1993","02-NOV-1993","13","5630"
"1","05-OCT-1993","23-NOV-1993","14","5630"
"1","09-NOV-1993","30-DEC-1993","19","5630"
"1","13-DEC-1993","03-FEB-1994","9","5630"
